id,price_doc
30705,8147768.26433415
30706,21238667.7522864
30707,3751411.00001334
30708,13672416.4564167
30709,6183675.25177435
30710,6310618.50289954
30711,4804776.75050652
30712,4446286.31289474
30713,5651458.09342303
30714,6659921.61754554
30715,4119985.46236198
30716,9755238.90251786
30717,6418633.74037277
30718,9153525.14905924
30719,13334314.2458292
30720,6627367.9602374
30721,4143841.18653879
30722,6710952.718084
30723,6496716.66330064
30724,13055844.8791074
30725,6546809.38831833
30726,11833370.2924372
30727,10312039.8440842
30728,11727718.9059124
30729,3457794.66627181
30730,6064349.72390252
30731,6687620.33843547
30732,4764735.78068005
30733,10093509.5880742
30734,7281190.62738227
30735,5426444.80384091
30736,5785787.56982456
30737,5991343.35342039
30738,6180503.36484112
30739,4083532.16938753
30740,7318281.80265463
30741,10373589.00962
30742,4828875.1673309
30743,5268150.06656951
30744,10186459.3196111
30745,7887115.15274087
30746,5529810.74005209
30747,15128588.6021819
30748,16922481.0554887
30749,5118342.29587154
30750,6046914.70341466
30751,4194475.17928533
30752,7271149.75476772
30753,10227342.3174328
30754,5877107.85787517
30755,4754060.25330329
30756,7301683.04104941
30757,5063557.77181898
30758,9862213.97646691
30759,6100446.92611317
30760,4782075.37806522
30761,8811241.3288817
30762,7051796.49470817
30763,11798932.9823136
30764,6540718.54307162
30765,5550596.20417506
30766,4044719.6678187
30767,9239792.31695927
30768,4674485.03676333
30769,7363661.47290105
30770,6564871.80285838
30771,3342819.65401375
30772,8269552.2848136
30773,8050862.73474371
30774,6076611.37737624
30775,10240420.4352975
30776,5697516.08347346
30777,6638501.1196933
30778,8582457.26733884
30779,6532801.43888106
30780,7761016.64543916
30781,7233221.26872753
30782,5656742.42076661
30783,5663803.07932168
30784,3778429.46188401
30785,5214322.41104533
30786,4786254.66101201
30787,6714262.36711871
30788,5552417.45382797
30789,7411866.76235446
30790,5863688.38178319
30791,10453195.4028824
30792,7421457.85927822
30793,9437336.73509951
30794,12437793.0847663
30795,10213248.3974968
30796,10176962.903783
30797,15542690.7895826
30798,3011498.61264115
30799,9979323.14130786
30800,13652351.0832214
30801,6677786.61046209
30802,12628311.4852325
30803,3101752.93323068
30804,3374729.47313216
30805,14925978.0832279
30806,7296149.21342205
30807,5922914.51178215
30808,10832018.9983508
30809,5326971.6292357
30810,10905820.4378073
30811,4372092.04856154
30812,5238656.05899818
30813,4862257.81303184
30814,2953935.41177201
30815,3756118.52844526
30816,8192531.25595669
30817,2183290.14125512
30818,7237837.59572239
30819,7170897.61395714
30820,5234910.41918583
30821,18557088.4996788
30822,7713681.0736363
30823,7091715.02910983
30824,4031287.59692395
30825,5411230.78889392
30826,8946994.25429537
30827,5483675.34932655
30828,5712320.0424231
30829,5403397.58430784
30830,9248502.43231423
30831,5965703.45413235
30832,5928871.05811111
30833,5476766.11988253
30834,4668328.22561013
30835,7592158.07216103
30836,7231021.09729638
30837,5508273.05953573
30838,3771308.67066147
30839,5788431.17965475
30840,12115977.8507789
30841,10059606.402612
30842,6745286.99291771
30843,5262234.99953612
30844,8123049.60197056
30845,8538209.72622487
30846,5044283.43405632
30847,5674296.95375816
30848,8299496.05255846
30849,4730335.19891779
30850,4346594.81880063
30851,4749727.89077144
30852,6383709.21710736
30853,3620307.69394356
30854,5830776.81258774
30855,6979597.88343544
30856,7433605.96881725
30857,2581761.26668113
30858,4793869.78257588
30859,6095840.93612691
30860,5928684.47201794
30861,8608918.73716685
30862,5927582.03769142
30863,5452875.90666672
30864,5305788.79526008
30865,10483784.920568
30866,7484895.52072972
30867,5487473.383572
30868,7049900.26638201
30869,5747226.12806278
30870,4654920.08754534
30871,8426054.70497121
30872,4592854.72256872
30873,3738646.3333885
30874,5161975.07655243
30875,6650471.09874567
30876,5312573.52342984
30877,9345944.64188416
30878,5881952.44198365
30879,10693740.4808067
30880,6840750.06697627
30881,2163621.7602675
30882,9190034.62751074
30883,2970679.60177136
30884,5923202.59394036
30885,5257188.85047616
30886,7691225.49000487
30887,5781898.85787887
30888,5560116.7109461
30889,5316709.36863047
30890,7274319.42497948
30891,4002525.91006088
30892,4057797.88287445
30893,4829285.04531609
30894,6328958.7150381
30895,4538978.37754747
30896,6428821.5173872
30897,7725312.85280557
30898,6861102.07019238
30899,6562155.19933817
30900,3172817.66773926
30901,6768749.55782704
30902,2258413.74117841
30903,7216966.85125289
30904,8348642.86739397
30905,5903475.98837651
30906,5801534.57026578
30907,10297338.1785473
30908,4148012.51366518
30909,11369692.0432441
30910,7126501.98599107
30911,4435579.72056716
30912,6412001.69379724
30913,18745668.2876604
30914,5461030.81951574
30915,8486773.31293685
30916,5621281.44441342
30917,7817196.42153157
30918,6353499.31035503
30919,4746893.14829884
30920,5155672.76379604
30921,4471417.30037467
30922,5871281.70592017
30923,3242249.91600149
30924,5150777.92255239
30925,13770480.9805994
30926,6661998.84829039
30927,7718633.47989202
30928,5117707.77497486
30929,5237731.88557884
30930,10061870.7444712
30931,10110619.7110453
30932,4878700.5730298
30933,4725736.01206122
30934,10398192.4174338
30935,6828320.39378236
30936,7293936.85686859
30937,8445153.09887209
30938,3890217.73666558
30939,9103919.4577339
30940,7186575.35434486
30941,6533623.87254483
30942,3390846.93423208
30943,7043811.57850956
30944,5316978.10715877
30945,3839648.0720389
30946,14362854.3855736
30947,6483483.639224
30948,8218448.84683057
30949,5943748.96602974
30950,6673209.27553172
30951,14866936.4881599
30952,7710967.06156605
30953,9576066.76891638
30954,4869051.13889441
30955,6547090.35296861
30956,5946878.74749064
30957,5896144.66173225
30958,22363083.2860947
30959,8436539.79284243
30960,7666604.96251194
30961,6835904.56438421
30962,11319124.7198882
30963,3701950.14441974
30964,4229502.05171077
30965,6646242.07351486
30966,12238892.0581264
30967,11754233.5526934
30968,3621436.8687038
30969,3413604.58796953
30970,6404967.23370265
30971,11505228.4567448
30972,3511577.1805131
30973,5246125.36202491
30974,4992190.85166676
30975,7028150.36259482
30976,5538804.32722743
30977,6349683.17972263
30978,8008194.93102707
30979,3002336.57053136
30980,7177445.23905594
30981,6276227.83331823
30982,6894507.94361471
30983,3516107.81610991
30984,5923202.59394036
30985,3967796.7318055
30986,9776585.4373169
30987,7895762.3689445
30988,6448489.14299567
30989,7610897.71739534
30990,11523105.1403716
30991,9018766.04567008
30992,2853389.34577635
30993,7250169.12406162
30994,5082430.73062218
30995,6623261.00477997
30996,5587833.01407068
30997,7446391.76255887
30998,5867374.70096037
30999,7002466.25162232
31000,7744255.60806984
31001,6593552.16071108
31002,7656726.25861026
31003,8801633.47543782
31004,3989854.13042011
31005,3019496.21717932
31006,7378571.3456184
31007,5183003.87802542
31008,5446301.53326921
31009,6726888.56850739
31010,6828287.8338863
31011,4469630.92533141
31012,6177945.816444
31013,6441297.93717981
31014,12394738.9793006
31015,7946958.35194824
31016,4433888.00349248
31017,9367824.8617335
31018,4942653.27643444
31019,4863825.37550001
31020,7002900.3398325
31021,12679139.8706842
31022,17830118.4414551
31023,9808823.81516583
31024,4538844.18958133
31025,6390482.64232424
31026,6020996.79244954
31027,5047656.79528111
31028,4026573.10965131
31029,7525507.18286611
31030,6825273.46024887
31031,8591358.83413254
31032,9860220.24570021
31033,8567058.98710209
31034,6487355.43596163
31035,10361882.2769832
31036,6203403.34693346
31037,24114258.4957481
31038,4675702.21208039
31039,7718994.18042933
31040,6697711.26575936
31041,4584509.48458251
31042,4160162.87849114
31043,6226477.24780415
31044,7785702.76202812
31045,6915072.64017911
31046,13842213.3257375
31047,8249253.82905861
31048,6171850.86452967
31049,4510266.3501564
31050,7476612.7107073
31051,5901781.60327105
31052,3719605.55591067
31053,14727064.1423205
31054,6391457.8271421
31055,5916394.04864227
31056,13365633.7910816
31057,5560747.74918621
31058,7848795.01924318
31059,3103054.75409171
31060,7104116.01841708
31061,6970032.73576727
31062,6644645.00089893
31063,3350453.96394229
31064,5249348.34545346
31065,8593259.90377123
31066,4876742.18270473
31067,8464754.90780804
31068,4584234.04867304
31069,4838098.92091786
31070,4175517.37073074
31071,2948911.17786429
31072,7797257.24233093
31073,2163621.7602675
31074,6818715.45120631
31075,7112460.9579875
31076,7048448.18103681
31077,5548918.43034353
31078,4281978.97328367
31079,5342096.48628224
31080,6868978.12642045
31081,3023965.80784028
31082,10388340.0968771
31083,5316288.54124549
31084,9395614.55290588
31085,10661928.2583062
31086,3923074.2168855
31087,5127419.66578079
31088,6494443.21990576
31089,6688251.77170112
31090,29685098.4832289
31091,3682839.85735791
31092,6616972.8225726
31093,6584999.60507505
31094,6020583.3775345
31095,5075673.6827989
31096,20438783.8105766
31097,9727814.11860317
31098,9899926.07195405
31099,17192840.4796786
31100,4673758.44946246
31101,3903872.19015469
31102,6262117.98893423
31103,11301780.0491365
31104,5230349.35319999
31105,7740600.6490135
31106,4792827.52744412
31107,12220091.3814166
31108,6240143.76068227
31109,5425642.72851473
31110,9586209.15559601
31111,10262906.9497125
31112,6279179.36788614
31113,3748081.70909141
31114,4946071.87790028
31115,5092347.62957408
31116,5571858.31291161
31117,6171274.06969617
31118,3738646.3333885
31119,3435774.3857161
31120,4785182.11686481
31121,5627777.21150143
31122,5696809.76241611
31123,4732767.36084282
31124,5310344.74609276
31125,10650058.636812
31126,16806328.9989203
31127,5889603.11808879
31128,6022185.51846666
31129,5644369.76118129
31130,12391855.1018246
31131,7884159.66276401
31132,8079914.46163362
31133,9407288.18401228
31134,6255671.52552077
31135,9861536.8151546
31136,8563293.35960983
31137,5173068.30117851
31138,6704881.80477339
31139,3455803.48281224
31140,6847348.85855821
31141,6398227.27034531
31142,9455678.83509404
31143,4839575.6171555
31144,3450504.74863274
31145,5724164.69665688
31146,5421546.23248932
31147,13318885.2340159
31148,6499319.40068634
31149,2267702.71330723
31150,8336867.58628329
31151,4504880.00736969
31152,8016531.46414529
31153,4905293.13198154
31154,15351039.3029451
31155,5724650.56736911
31156,6222660.26341061
31157,4811728.37931998
31158,8813586.09329542
31159,6461921.88944009
31160,4860065.00127609
31161,3282324.26873578
31162,5019593.49588648
31163,5203438.45502548
31164,6037263.04403427
31165,6396464.08562791
31166,5795855.19157159
31167,6511733.91035306
31168,10384338.401808
31169,7438250.87163009
31170,5503059.20088198
31171,11224763.8363476
31172,4817798.62871648
31173,9128749.54930783
31174,8887363.82842035
31175,14635803.9137948
31176,4235734.46877642
31177,8264474.96352204
31178,4575049.22541041
31179,4510606.16772164
31180,4654391.84335675
31181,8110146.03810557
31182,6476265.76084886
31183,8189515.99004485
31184,5126510.22701476
31185,4013993.62828557
31186,8514141.40321102
31187,3764520.80701998
31188,4721569.04730939
31189,5240145.07043443
31190,7231241.7739454
31191,13275819.4262562
31192,4142430.60699295
31193,6142567.38958387
31194,8362308.67651945
31195,7284531.40245985
31196,5094654.96213667
31197,14314993.1051192
31198,5658879.12181146
31199,6842302.91916472
31200,10721393.2954096
31201,3856036.43300521
31202,4096681.18395889
31203,6857321.10936883
31204,3666058.13581737
31205,8586419.65883585
31206,5447995.04013296
31207,4181223.61142792
31208,4949030.28536217
31209,4654915.64826877
31210,6362539.95897663
31211,7053969.04246746
31212,5835777.99224716
31213,9897811.44524365
31214,7103011.77697345
31215,4578645.83929112
31216,5923202.59394036
31217,7142757.00697495
31218,8847372.71836421
31219,3953100.52302554
31220,6949384.12264615
31221,3381178.85227247
31222,6502760.33162171
31223,9574039.57964374
31224,6939833.90781788
31225,11282288.3016689
31226,6382972.61397042
31227,9297867.28638881
31228,8500122.08362544
31229,4446023.42144607
31230,5807590.5852595
31231,4041777.58319333
31232,6968902.81319698
31233,6717189.2766694
31234,6141302.18980257
31235,5596323.18380125
31236,6139281.92509528
31237,9648043.92054357
31238,6868978.12642045
31239,10726752.3867638
31240,6072110.24544923
31241,6714172.72262978
31242,7470939.18188005
31243,3708027.51132025
31244,7173989.37350625
31245,6727151.59938394
31246,8880424.97995716
31247,5296279.47555812
31248,6530851.68796919
31249,9931472.42446165
31250,6251306.0295231
31251,6713999.84020963
31252,6773935.05550153
31253,8528053.71618939
31254,5706521.19379355
31255,11237466.8760686
31256,6328735.39562394
31257,5157561.17367559
31258,8672534.64719148
31259,8293949.4797364
31260,6845279.11651327
31261,20704376.574172
31262,5903475.98837651
31263,6237924.40790107
31264,3476625.65135228
31265,10039671.5154312
31266,7481263.08226206
31267,3471513.48978926
31268,4181235.5740246
31269,7896907.00988868
31270,3960934.73627461
31271,5234625.8600877
31272,15624697.8470822
31273,7427107.97742025
31274,5700962.01212358
31275,6232875.79411861
31276,5652433.70452435
31277,5081752.19807522
31278,14549021.4359639
31279,14288696.5362736
31280,6557463.25763664
31281,7075501.94074803
31282,12551660.6471794
31283,6499685.10683628
31284,4016677.9840178
31285,5029718.74852099
31286,7959374.55494834
31287,9767862.36726648
31288,4562056.92054745
31289,10867115.8382391
31290,6594432.55380481
31291,6417109.72084304
31292,3933759.0314886
31293,7324488.99423478
31294,3747030.96803848
31295,20071389.1710954
31296,9740049.11301325
31297,7425117.90897928
31298,4011904.06056177
31299,9580268.61745021
31300,6378792.02364296
31301,7139168.05614838
31302,4894335.35499906
31303,8195555.44793534
31304,6895165.48657868
31305,10287424.4428428
31306,3310242.25037367
31307,6523568.63336403
31308,7850756.38540577
31309,8583382.20748852
31310,37218686.6192711
31311,4827475.39699522
31312,5300306.59437695
31313,10137808.7492775
31314,6801757.67124113
31315,9767862.36726648
31316,11652977.6999659
31317,19677355.0883477
31318,8332821.68370217
31319,7029537.93101205
31320,6011025.33918659
31321,6944421.93497797
31322,7885219.90198238
31323,8219726.49523248
31324,6914439.5752588
31325,5698776.81250268
31326,5149756.29344496
31327,8370846.1961175
31328,12306518.5511991
31329,5330442.53405432
31330,9348886.39090851
31331,8337781.96203008
31332,4598754.10729533
31333,5227701.3687541
31334,4475572.63557166
31335,6657051.40469647
31336,7795725.56753554
31337,7324929.07366822
31338,4728395.7805427
31339,4636697.09717178
31340,5382069.95337122
31341,10037259.011725
31342,5873202.5770631
31343,3041556.52877534
31344,3785065.52397343
31345,5305692.65621743
31346,3380040.77967995
31347,8067364.07807551
31348,11530492.3103529
31349,10884644.5965539
31350,3786878.03761064
31351,5338261.61365039
31352,9327014.82540925
31353,5163535.85401351
31354,7531387.34683654
31355,8901478.50907567
31356,4763032.08268358
31357,4953185.42102719
31358,2846157.39927407
31359,6828339.92979452
31360,8872882.27556811
31361,4547206.04215881
31362,9774292.08121325
31363,4893868.61696746
31364,3875953.02726708
31365,3256749.95189904
31366,6092708.29291945
31367,8982971.23734087
31368,5457334.35860099
31369,4485511.58038415
31370,8628982.94991722
31371,9512697.25594544
31372,6179754.84825999
31373,5256171.1786597
31374,6652450.21711378
31375,5738829.92032396
31376,6868978.12642045
31377,8784601.97886386
31378,5800013.25651071
31379,20812149.148233
31380,4300657.20872956
31381,8002926.98902468
31382,5203726.28140648
31383,7731231.1676668
31384,21577037.4831819
31385,14025109.1514953
31386,9576760.86026083
31387,11267772.1482845
31388,5283636.96657621
31389,4398921.71595686
31390,7598394.65724745
31391,4950909.10798792
31392,8778396.33297387
31393,9026837.36178996
31394,5459978.89559242
31395,3890225.15667604
31396,8302401.3722619
31397,6443030.46832322
31398,3077330.20659503
31399,11328109.5238348
31400,4503204.80508757
31401,12017334.7288189
31402,8988489.97033778
31403,5019799.34361618
31404,4382411.34220502
31405,4543482.4671815
31406,6222167.72834936
31407,3165603.21266787
31408,6714262.36711871
31409,3568958.90136312
31410,10590605.4430154
31411,7868055.56445878
31412,11216887.8900812
31413,7369977.43968317
31414,4319124.4580085
31415,15564079.7775876
31416,5993760.77467714
31417,4893887.28563411
31418,8671418.16450622
31419,8551272.41206668
31420,8978072.34693166
31421,7054258.31757122
31422,6121316.22813826
31423,7248516.79442718
31424,12701747.4302103
31425,5741917.5088831
31426,4699238.40266933
31427,5805259.32334436
31428,6913720.85305682
31429,12098796.6539021
31430,4264191.04613518
31431,5542793.83669661
31432,5073195.93098929
31433,5689051.43303029
31434,3455806.77852579
31435,9476622.91868499
31436,8882305.30458429
31437,13456107.104236
31438,7976426.21728523
31439,12952464.6078038
31440,6993530.01851328
31441,6384220.62795141
31442,7370286.70277434
31443,12385475.135512
31444,6386485.93992566
31445,8384948.16564374
31446,11962951.4247306
31447,6526014.08640456
31448,7849970.28286824
31449,7713327.97737513
31450,6246526.56534671
31451,7714887.60782486
31452,11044692.3673099
31453,3614025.9738107
31454,5679353.4831251
31455,6500955.94071778
31456,5243624.4103596
31457,5329451.34233817
31458,17511886.6564122
31459,6978632.79185662
31460,5052251.27080716
31461,5441800.19745915
31462,3450985.21825323
31463,5656796.367933
31464,7098562.67866007
31465,5475544.06204412
31466,36896873.0059653
31467,2980319.11849033
31468,12283419.5256146
31469,5199227.09396696
31470,5025624.02197788
31471,13632783.1940433
31472,2664995.82625482
31473,7344220.71170871
31474,4128977.24066054
31475,7127990.54489901
31476,19698759.7212696
31477,7223680.54303346
31478,5109631.83475424
31479,5746908.23984621
31480,9309153.13005265
31481,8319862.59512826
31482,9636163.42960718
31483,9004448.2127376
31484,6514603.59683976
31485,3509119.94663167
31486,2940043.28919149
31487,4811531.06398851
31488,14606800.4837324
31489,7719627.2874323
31490,4707585.96129559
31491,5307109.61844966
31492,7727965.58417777
31493,8493979.69141899
31494,5582549.17184752
31495,5271884.29598623
31496,8806578.86708089
31497,4888168.67215734
31498,7218288.43852549
31499,9667440.89394235
31500,10165342.3434082
31501,8319981.61258294
31502,7969088.92225195
31503,5343314.23951634
31504,9286205.4520794
31505,16370764.1694007
31506,7441415.32128085
31507,6125246.29025963
31508,7213478.19782608
31509,5731413.36185082
31510,5781937.45635347
31511,5310673.93841848
31512,6318977.4007432
31513,20029703.8970853
31514,18382638.4096069
31515,2207572.94675354
31516,16406774.6367552
31517,6202829.51881747
31518,6963116.49448414
31519,6299758.85157989
31520,5726163.03566115
31521,4667789.55674282
31522,4571224.37950609
31523,6739493.52239257
31524,8937511.12177167
31525,11507993.7939656
31526,5855038.27503552
31527,6653205.2283072
31528,4209490.60677268
31529,5774762.57150629
31530,5935382.630437
31531,7628293.98331802
31532,5917477.47211832
31533,13965208.694258
31534,6927244.01785091
31535,10275226.9779689
31536,6412717.18430112
31537,4786254.66101201
31538,4667620.40083312
31539,4034906.92943867
31540,9395614.55290588
31541,2939687.22247431
31542,5777616.0284942
31543,3332919.77997494
31544,5190017.64961691
31545,8002957.51783043
31546,13108844.1158491
31547,5442381.47557834
31548,5705487.2763744
31549,6063291.45120917
31550,5232998.67892761
31551,6186901.86893209
31552,6333070.40693787
31553,4817536.74296378
31554,7474780.45985491
31555,4309932.32028126
31556,6625813.33612053
31557,5649437.33551389
31558,9865111.24702295
31559,2998216.31712091
31560,6871539.95469492
31561,7201937.07899611
31562,22240109.3586076
31563,3291788.16919596
31564,9043208.65096236
31565,9482047.03809249
31566,5240210.03694253
31567,14302111.5653584
31568,6155832.51023764
31569,7000830.31482176
31570,5725518.68623976
31571,5597588.21249904
31572,3558355.37316377
31573,5373535.84253115
31574,11345018.536076
31575,5881952.44198365
31576,6403745.69946056
31577,5386814.69796864
31578,8049404.06552771
31579,5253164.43313289
31580,6985930.86207915
31581,5555282.89554975
31582,6139223.37660999
31583,7568345.46145861
31584,3923122.85455598
31585,7029537.93101205
31586,13493888.3144223
31587,14566653.3982915
31588,8540278.21550175
31589,3878130.81716608
31590,5244049.48801294
31591,6471894.45228438
31592,7330841.27399207
31593,7501223.98623559
31594,7621967.43740485
31595,4913880.18859312
31596,4070561.22627242
31597,5611110.36000722
31598,4048084.67270259
31599,6134617.36150882
31600,7074651.77842385
31601,14790260.6081013
31602,5426118.78472934
31603,14427927.4384289
31604,4250828.67969892
31605,5046742.25203687
31606,6309168.26511053
31607,7863562.21348054
31608,5538968.07835589
31609,5453884.8521171
31610,7320480.59928546
31611,6675768.12183948
31612,5982601.92217354
31613,4664772.38005334
31614,13225196.9865686
31615,9715131.22857024
31616,10276069.7455362
31617,5010190.95644783
31618,6950835.68579702
31619,8524329.6216266
31620,4795072.31452603
31621,4527012.31442999
31622,27958520.7841076
31623,10008086.8970536
31624,4715907.87107834
31625,9462318.14720844
31626,5430835.03139451
31627,6684770.06372327
31628,8937528.16873945
31629,8971567.46451041
31630,3962087.0238674
31631,5952274.6825675
31632,14834022.8005589
31633,4775731.3134744
31634,8558574.36906809
31635,12753455.1855437
31636,5450505.09969968
31637,5238566.13226162
31638,7159356.34413975
31639,3326727.42376771
31640,10756870.2872134
31641,3702885.83341781
31642,3194660.3723836
31643,5714041.77310279
31644,9148306.40660773
31645,6307628.12859551
31646,8983965.04457972
31647,5262631.47275739
31648,10724092.960894
31649,5327362.81876614
31650,6724399.90738741
31651,10756336.8557429
31652,6093033.68738907
31653,5700782.59850067
31654,5106587.16372658
31655,4696469.62452224
31656,21107217.6516097
31657,6892147.88096275
31658,4918507.6872632
31659,7558809.62475291
31660,4801881.67699426
31661,5041835.43056431
31662,7005538.83918795
31663,3738646.3333885
31664,4092666.85825951
31665,4082243.33942529
31666,5133197.87851923
31667,7038110.72655326
31668,7775247.92659453
31669,10543020.5170854
31670,7030543.58655063
31671,5866513.04714703
31672,7716270.94016093
31673,8129280.37316303
31674,9004173.42294826
31675,6822019.69159184
31676,7368733.4897061
31677,4122618.81751202
31678,4773022.15869998
31679,8354919.19255294
31680,6703219.49949402
31681,6865566.02353191
31682,3809030.20174547
31683,7029537.93101205
31684,5327637.17661317
31685,3355423.05253685
31686,11900639.8993613
31687,10858248.1394533
31688,10010855.172192
31689,3647867.10064184
31690,6699059.15040019
31691,3547313.08277444
31692,5091386.14481888
31693,6171674.28895738
31694,8914306.30288228
31695,7077897.78881531
31696,2774907.23143661
31697,5287034.25657097
31698,2759374.40028173
31699,5403407.89048257
31700,5330345.94829461
31701,8373289.36955401
31702,6845233.41949095
31703,7760224.72714262
31704,5711927.82193078
31705,7759307.09113377
31706,5445408.23873425
31707,10635747.330473
31708,8264088.77324067
31709,5379345.15690276
31710,11325387.4122738
31711,7456112.86344845
31712,7998326.10336889
31713,5883197.87569793
31714,4940928.3697144
31715,4773723.20425664
31716,5788718.24128584
31717,9730671.90586344
31718,5066615.4427537
31719,7109016.04260178
31720,4316246.20918779
31721,4230546.87496577
31722,5696809.76241611
31723,5313014.32424743
31724,5675357.69360745
31725,5227222.78021612
31726,12644893.9401174
31727,5229820.64653923
31728,4570243.60618166
31729,7229180.08900043
31730,3548392.41830919
31731,7430487.35755415
31732,7908664.23574326
31733,3894375.15847079
31734,4746245.83272125
31735,3101726.31077737
31736,6378244.5509414
31737,4925694.32593638
31738,6011965.55278592
31739,5860261.45694776
31740,7413485.62743518
31741,10539924.1523358
31742,13561644.668118
31743,7867582.85416116
31744,4692981.85447804
31745,4082099.29609821
31746,8923271.22637893
